trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
972,False,"{'a': 0.3, 'e': 0.05910000000000004}",25,11,27.430469629799273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.3, 'e': 0.05910000000000004}",20,12,17.233987989911462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.3, 'e': 0.05910000000000004}",25,7,-8.672182499529528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
975,False,"{'a': 0.3, 'e': 0.05910000000000004}",20,8,-35.92397080807912,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
976,False,"{'a': 0.3, 'e': 0.05910000000000004}",25,17,14.326567716996419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.3, 'e': 0.05910000000000004}",20,0,33.78612980627221,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.3, 'e': 0.05910000000000004}",25,17,15.535537389085405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.3, 'e': 0.05910000000000004}",30,14,29.65336505430138,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.3, 'e': 0.05910000000000004}",30,20,16.817467608210375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.3, 'e': 0.05910000000000004}",25,9,29.362519950646497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.3, 'e': 0.030000000000000027}",25,12,25.27831765202413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.3, 'e': 0.030000000000000027}",30,13,30.57564316887746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.3, 'e': 0.030000000000000027}",35,28,13.572349753978212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.3, 'e': 0.030000000000000027}",20,12,2.7964819568101564,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
986,False,"{'a': 0.3, 'e': 0.030000000000000027}",20,10,20.221079154491036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.3, 'e': 0.030000000000000027}",20,12,16.756858110379483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.3, 'e': 0.030000000000000027}",30,20,20.35989472187162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.3, 'e': 0.030000000000000027}",20,5,23.80519728024746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.3, 'e': 0.030000000000000027}",20,16,8.105621549851646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.3, 'e': 0.030000000000000027}",25,2,36.30769146954416,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.3, 'e': 0.0}",25,15,20.057285328962763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,20.632821014403437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,14.229701569509364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,2,30.43624426538404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,17.27397893012816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,20.226541744525143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,18.392042621710857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,13.556614100943353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,5,42.40993131960409,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,22,14.521261533577402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,11.788406862809557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,11,38.19284877486875,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,5,26.362215396520412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,11,24.523484390844708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,8,20.453208823058265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,24.218843222387136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,13,24.419800116863964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,20,17.958661985032407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,17,15.700157272641125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,8,28.52358427213288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,14,22.503012917993864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,16,31.15719508470229,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,8,23.769491291822913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,15,7.913188173068778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,7,34.42303643609067,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,13,21.618100888096404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,14,12.874249783200264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,9,24.57686228652056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,14,18.413489676973395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,8,22.47781417310219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,13,12.074907959738937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
