trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.9524474920745943}",20,0,-135.6397389550655,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
2,False,"{'a': 0.3, 'e': 0.9509767959531901}",20,0,-124.91236843136838,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.3, 'e': 0.9509767959531901}",20,0,-52.80083272931212,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
4,False,"{'a': 0.3, 'e': 0.9509767959531901}",25,0,-145.99224541092715,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
5,False,"{'a': 0.3, 'e': 0.9509767959531901}",25,0,-168.29837670994266,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
6,False,"{'a': 0.3, 'e': 0.9509767959531901}",35,0,-92.16422174323634,"{0: 22, 1: 6, 2: 5, 3: 2, 4: 0}",0
7,False,"{'a': 0.3, 'e': 0.9509767959531901}",30,0,-242.63715052720977,"{0: 16, 1: 1, 2: 8, 3: 1, 4: 4}",0
8,False,"{'a': 0.3, 'e': 0.9509767959531901}",25,0,-112.91178110296057,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
9,False,"{'a': 0.3, 'e': 0.9509767959531901}",20,0,-130.53174339238274,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
10,False,"{'a': 0.3, 'e': 0.9509767959531901}",25,0,-154.36102867289426,"{0: 11, 1: 8, 2: 3, 3: 1, 4: 2}",0
11,False,"{'a': 0.3, 'e': 0.9509767959531901}",25,0,-47.86439128447135,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.3, 'e': 0.9494606143847321}",25,0,-73.6643178987272,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
13,False,"{'a': 0.3, 'e': 0.9494606143847321}",20,0,-188.57533494706018,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
14,False,"{'a': 0.3, 'e': 0.9494606143847321}",30,0,-129.06468762530355,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
15,False,"{'a': 0.3, 'e': 0.9494606143847321}",25,0,-94.8748553881503,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
16,False,"{'a': 0.3, 'e': 0.9494606143847321}",20,0,-97.91860898574944,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
17,False,"{'a': 0.3, 'e': 0.9494606143847321}",20,0,-123.40451050296267,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
18,False,"{'a': 0.3, 'e': 0.9494606143847321}",30,11,-121.73067880714063,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 2}",1
19,False,"{'a': 0.3, 'e': 0.9494606143847321}",20,0,-95.40450203619638,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
20,False,"{'a': 0.3, 'e': 0.9494606143847321}",30,0,-157.32830541656585,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
21,False,"{'a': 0.3, 'e': 0.9494606143847321}",30,0,-201.47618966342563,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
22,False,"{'a': 0.3, 'e': 0.9478975406028165}",35,0,-118.86463518883434,"{0: 22, 1: 3, 2: 7, 3: 3, 4: 0}",0
23,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-44.6629013016972,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
24,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-40.89827027925491,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
25,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-158.56911571759505,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
26,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-223.18664237773362,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 4}",0
27,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-71.69877835779229,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
28,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,6,-56.85192417220979,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
29,False,"{'a': 0.3, 'e': 0.9478975406028165}",35,0,-145.74409380299656,"{0: 18, 1: 6, 2: 10, 3: 0, 4: 1}",0
30,False,"{'a': 0.3, 'e': 0.9478975406028165}",25,0,-35.669369302981664,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
31,False,"{'a': 0.3, 'e': 0.9478975406028165}",20,0,-26.749074273861876,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
32,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-56.260943815284236,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
33,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-132.85661442244248,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
34,False,"{'a': 0.3, 'e': 0.9462861243328006}",30,0,-106.14714342380996,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
35,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-80.43081248794643,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,6,20.865427977408128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-138.34515715098686,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
38,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-69.37642636357488,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
39,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-120.08883655335889,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
40,False,"{'a': 0.3, 'e': 0.9462861243328006}",35,8,-140.712996591841,"{0: 16, 1: 3, 2: 3, 3: 4, 4: 1}",1
41,False,"{'a': 0.3, 'e': 0.9462861243328006}",20,0,-170.10698118891088,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
42,False,"{'a': 0.3, 'e': 0.9446248704461861}",30,0,-170.22680957044133,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
43,False,"{'a': 0.3, 'e': 0.9446248704461861}",25,0,-93.81899341020625,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
44,False,"{'a': 0.3, 'e': 0.9446248704461861}",25,0,-92.42449175357237,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.3, 'e': 0.9446248704461861}",25,0,-249.66962176212922,"{0: 14, 1: 0, 2: 4, 3: 3, 4: 4}",0
46,False,"{'a': 0.3, 'e': 0.9446248704461861}",30,0,-320.8253683071963,"{0: 12, 1: 4, 2: 6, 3: 3, 4: 5}",0
47,False,"{'a': 0.3, 'e': 0.9446248704461861}",20,0,-73.64419427097968,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.3, 'e': 0.9446248704461861}",20,11,-17.637205694923516,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.3, 'e': 0.9446248704461861}",20,0,-129.75914663712229,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.9446248704461861}",20,4,-50.54979088189261,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
51,False,"{'a': 0.3, 'e': 0.9446248704461861}",20,0,-68.7733551654958,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.3, 'e': 0.9429122375733877}",30,11,-99.68391636993182,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
53,False,"{'a': 0.3, 'e': 0.9429122375733877}",25,0,-87.26677536621847,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
54,False,"{'a': 0.3, 'e': 0.9429122375733877}",30,0,-127.88687699056818,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
55,False,"{'a': 0.3, 'e': 0.9429122375733877}",25,0,-181.8365211611662,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
56,False,"{'a': 0.3, 'e': 0.9429122375733877}",25,6,-69.95410379971553,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.3, 'e': 0.9429122375733877}",20,0,-148.4435949299662,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
58,False,"{'a': 0.3, 'e': 0.9429122375733877}",20,1,-139.21102233288565,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 3}",1
59,False,"{'a': 0.3, 'e': 0.9429122375733877}",20,0,-79.47785508835331,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.3, 'e': 0.9429122375733877}",35,4,-241.25689962663304,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 4}",1
61,False,"{'a': 0.3, 'e': 0.9429122375733877}",20,0,-116.12526365870103,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
62,False,"{'a': 0.3, 'e': 0.9411466366735957}",30,0,-94.22420177524796,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
63,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-91.2127708729727,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
64,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-88.7325453666007,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-104.26133815651036,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
66,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-79.55967423739943,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,4,-9.551841584416568,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.9411466366735957}",35,0,-86.42188419541098,"{0: 26, 1: 1, 2: 5, 3: 3, 4: 0}",0
69,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-129.07502537038505,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
70,False,"{'a': 0.3, 'e': 0.9411466366735957}",20,0,-140.42176788616473,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
71,False,"{'a': 0.3, 'e': 0.9411466366735957}",35,0,-173.3879380844697,"{0: 21, 1: 6, 2: 5, 3: 0, 4: 3}",0
72,False,"{'a': 0.3, 'e': 0.9393264295604079}",20,0,-80.84322486913162,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
73,False,"{'a': 0.3, 'e': 0.9393264295604079}",25,0,-12.68852881734018,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.3, 'e': 0.9393264295604079}",30,0,-142.41889505343568,"{0: 15, 1: 4, 2: 10, 3: 0, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.9393264295604079}",30,0,-132.80518934562747,"{0: 22, 1: 1, 2: 2, 3: 3, 4: 2}",0
76,False,"{'a': 0.3, 'e': 0.9393264295604079}",20,0,-86.82259579201349,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
77,False,"{'a': 0.3, 'e': 0.9393264295604079}",20,0,-62.69764198851437,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
78,False,"{'a': 0.3, 'e': 0.9393264295604079}",25,0,-108.19270581312742,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
79,False,"{'a': 0.3, 'e': 0.9393264295604079}",20,2,-90.37243566657824,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
80,False,"{'a': 0.3, 'e': 0.9393264295604079}",30,0,-125.66938361780664,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.3, 'e': 0.9393264295604079}",25,0,-74.84440661816782,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.3, 'e': 0.9374499273818637}",30,0,-65.51396643814844,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
83,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,0,-172.39803989596902,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
84,False,"{'a': 0.3, 'e': 0.9374499273818637}",25,0,-59.9116306155137,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,8,-45.28062121809319,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
86,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,0,-152.49894324437997,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
87,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,4,-10.341600727942618,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,0,-59.78921819184111,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
89,False,"{'a': 0.3, 'e': 0.9374499273818637}",30,0,-75.38264951768855,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
90,False,"{'a': 0.3, 'e': 0.9374499273818637}",20,0,-98.6984967359837,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
91,False,"{'a': 0.3, 'e': 0.9374499273818637}",25,14,-9.068125754373913,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.3, 'e': 0.9355153890534678}",20,0,-106.58064221291386,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
93,False,"{'a': 0.3, 'e': 0.9355153890534678}",35,0,-63.915382869278105,"{0: 27, 1: 5, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.3, 'e': 0.9355153890534678}",25,0,-151.24081898292664,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
95,False,"{'a': 0.3, 'e': 0.9355153890534678}",25,0,-193.2489623298146,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
96,False,"{'a': 0.3, 'e': 0.9355153890534678}",20,10,18.562943345891597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.3, 'e': 0.9355153890534678}",20,0,-147.67511561533382,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
98,False,"{'a': 0.3, 'e': 0.9355153890534678}",20,16,7.828442024325069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.3, 'e': 0.9355153890534678}",30,0,-107.87697009798374,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
100,False,"{'a': 0.3, 'e': 0.9355153890534678}",30,0,-113.9675663822741,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
101,False,"{'a': 0.3, 'e': 0.9355153890534678}",20,0,-143.59320231619182,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
102,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-108.3679271815997,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
103,False,"{'a': 0.3, 'e': 0.9335210196427504}",35,1,-214.95747790110585,"{0: 20, 1: 4, 2: 4, 3: 3, 4: 3}",1
104,False,"{'a': 0.3, 'e': 0.9335210196427504}",25,0,-113.05892985806506,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
105,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-102.37314691572655,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
106,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-99.62749955910213,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
107,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-85.59795391045355,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
108,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-30.32523618828499,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.3, 'e': 0.9335210196427504}",20,0,-166.8701262630577,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
110,False,"{'a': 0.3, 'e': 0.9335210196427504}",25,0,-117.53351541032204,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
111,False,"{'a': 0.3, 'e': 0.9335210196427504}",25,0,-135.6110216397108,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.3, 'e': 0.9314649687038663}",20,0,-103.54517791257948,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
113,False,"{'a': 0.3, 'e': 0.9314649687038663}",30,0,-96.52234658223132,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
114,False,"{'a': 0.3, 'e': 0.9314649687038663}",25,0,-77.64532995573249,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.3, 'e': 0.9314649687038663}",25,0,-175.43740523716014,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
116,False,"{'a': 0.3, 'e': 0.9314649687038663}",30,0,-86.46338502271583,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
117,False,"{'a': 0.3, 'e': 0.9314649687038663}",35,0,-98.71390801223808,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
118,False,"{'a': 0.3, 'e': 0.9314649687038663}",20,0,-118.15241978818182,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.3, 'e': 0.9314649687038663}",30,0,-130.25702221471667,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
120,False,"{'a': 0.3, 'e': 0.9314649687038663}",20,0,-147.23622374965456,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
121,False,"{'a': 0.3, 'e': 0.9314649687038663}",30,7,-40.078125344969195,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.3, 'e': 0.9293453285606869}",30,0,-104.13746487335696,"{0: 15, 1: 8, 2: 6, 3: 1, 4: 0}",0
123,False,"{'a': 0.3, 'e': 0.9293453285606869}",25,0,-117.53613211767966,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
124,False,"{'a': 0.3, 'e': 0.9293453285606869}",35,0,-31.811128337086163,"{0: 28, 1: 3, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.3, 'e': 0.9293453285606869}",20,0,-91.64230262921878,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
126,False,"{'a': 0.3, 'e': 0.9293453285606869}",20,0,-128.14136358157498,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
127,False,"{'a': 0.3, 'e': 0.9293453285606869}",20,0,-181.08199401445484,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
128,False,"{'a': 0.3, 'e': 0.9293453285606869}",20,0,-76.595810556932,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
129,False,"{'a': 0.3, 'e': 0.9293453285606869}",25,0,-136.2402392928868,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
130,False,"{'a': 0.3, 'e': 0.9293453285606869}",25,0,-144.61649530936077,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
131,False,"{'a': 0.3, 'e': 0.9293453285606869}",20,0,-55.56692052720273,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
132,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,0,-211.28923217561697,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
133,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,0,-77.29130642220134,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
134,False,"{'a': 0.3, 'e': 0.9271601325367906}",25,0,-29.535931398278134,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
135,False,"{'a': 0.3, 'e': 0.9271601325367906}",25,0,-177.51394030105538,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
136,False,"{'a': 0.3, 'e': 0.9271601325367906}",25,0,-151.4043602181337,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
137,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,0,-68.06931192672555,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
138,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,0,-89.9837577552378,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
139,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,0,-66.14562321586784,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.3, 'e': 0.9271601325367906}",30,0,-202.7103471091661,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
141,False,"{'a': 0.3, 'e': 0.9271601325367906}",20,5,-57.97558337371319,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
142,False,"{'a': 0.3, 'e': 0.9249073531307119}",25,0,-114.5040546106012,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
143,False,"{'a': 0.3, 'e': 0.9249073531307119}",20,0,-14.979422034315027,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.3, 'e': 0.9249073531307119}",25,0,-113.3772506492347,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
145,False,"{'a': 0.3, 'e': 0.9249073531307119}",25,0,-68.28357721124335,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
146,False,"{'a': 0.3, 'e': 0.9249073531307119}",25,0,-76.59219015951231,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
147,False,"{'a': 0.3, 'e': 0.9249073531307119}",25,0,-99.09831191465962,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.3, 'e': 0.9249073531307119}",30,0,-225.69736756937706,"{0: 17, 1: 0, 2: 9, 3: 0, 4: 4}",0
149,False,"{'a': 0.3, 'e': 0.9249073531307119}",20,14,-29.846231265486885,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.3, 'e': 0.9249073531307119}",20,0,-140.04999279595148,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
151,False,"{'a': 0.3, 'e': 0.9249073531307119}",20,0,-83.13863819337864,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.3, 'e': 0.9225849001347546}",30,7,-62.82144523990824,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
153,False,"{'a': 0.3, 'e': 0.9225849001347546}",20,0,-64.39777676853458,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
154,False,"{'a': 0.3, 'e': 0.9225849001347546}",20,0,-97.54997488022794,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.3, 'e': 0.9225849001347546}",20,0,-159.96848648344388,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
156,False,"{'a': 0.3, 'e': 0.9225849001347546}",25,0,-70.07194089512507,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
157,False,"{'a': 0.3, 'e': 0.9225849001347546}",25,0,-202.53088424828744,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
158,False,"{'a': 0.3, 'e': 0.9225849001347546}",25,0,-191.87296113913726,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
159,False,"{'a': 0.3, 'e': 0.9225849001347546}",30,0,-196.2788451696106,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 4}",0
160,False,"{'a': 0.3, 'e': 0.9225849001347546}",20,0,-62.666088940153756,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
161,False,"{'a': 0.3, 'e': 0.9225849001347546}",20,0,-195.9311602390831,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
162,False,"{'a': 0.3, 'e': 0.9201906186956232}",30,0,-196.02097782158145,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
163,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-87.62658164893342,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
164,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-60.52554060676134,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
165,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-169.7401533883306,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
166,False,"{'a': 0.3, 'e': 0.9201906186956232}",30,0,-137.81008880740833,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
167,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-139.00072952474946,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
168,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-86.46597470567504,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
169,False,"{'a': 0.3, 'e': 0.9201906186956232}",25,0,-62.110308503448415,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
170,False,"{'a': 0.3, 'e': 0.9201906186956232}",35,0,-239.3141811276224,"{0: 22, 1: 2, 2: 5, 3: 2, 4: 4}",0
171,False,"{'a': 0.3, 'e': 0.9201906186956232}",20,0,-100.62405203638868,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
172,False,"{'a': 0.3, 'e': 0.9177222873150755}",20,0,-144.89176600904602,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
173,False,"{'a': 0.3, 'e': 0.9177222873150755}",20,0,-51.776184823811526,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
174,False,"{'a': 0.3, 'e': 0.9177222873150755}",20,0,-63.5989675512975,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.3, 'e': 0.9177222873150755}",30,0,-92.46699320804542,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
176,False,"{'a': 0.3, 'e': 0.9177222873150755}",30,0,-213.77456193673436,"{0: 12, 1: 5, 2: 8, 3: 4, 4: 1}",0
177,False,"{'a': 0.3, 'e': 0.9177222873150755}",30,0,-114.64239674669585,"{0: 17, 1: 4, 2: 7, 3: 2, 4: 0}",0
178,False,"{'a': 0.3, 'e': 0.9177222873150755}",20,0,-218.16240058170158,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 4}",0
179,False,"{'a': 0.3, 'e': 0.9177222873150755}",30,17,-120.32611397131357,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 2}",1
180,False,"{'a': 0.3, 'e': 0.9177222873150755}",20,6,-23.518052133718022,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.9177222873150755}",30,0,-227.9375836859228,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
182,False,"{'a': 0.3, 'e': 0.9151776157887377}",25,0,-150.93483410579304,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
183,False,"{'a': 0.3, 'e': 0.9151776157887377}",30,19,-5.352562691046465,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
